1, Original, 0.0
1, Original, 0.10464799404144287
1, Original, 0.021266937255859375
1, Original, 0.025678038597106934
1, Original, 0.02539694309234619
1, Original, 0.02049100399017334
1, Original, 0.024245023727416992
1, Original, 0.02512502670288086
1, Original, 0.02280294895172119
1, Original, 0.029539942741394043
1, Original, 0.023846983909606934
1, Original, 0.026057958602905273
1, Original, 0.0233839750289917
1, Original, 0.028010010719299316
1, Original, 0.028071045875549316
1, Original, 0.021905064582824707
1, Original, 0.028047919273376465
1, Original, 0.021626949310302734
1, Original, 0.023048043251037598
1, Original, 0.0347139835357666
1, Original, 0.02644503116607666
1, Original, 0.03272998332977295
1, Original, 0.030179977416992188
1, Original, 0.025436997413635254
1, Original, 0.021530985832214355
1, Original, 0.02742302417755127
1, Original, 0.019335031509399414
1, Original, 0.018561959266662598
1, Original, 0.023277997970581055
1, Original, 0.023373961448669434
1, Original, 0.016060948371887207
1, Original, 0.022274017333984375
1, Original, 0.02223801612854004
1, Original, 0.024747014045715332
1, Original, 0.022628068923950195
1, Original, 0.02259206771850586
1, Original, 0.02447199821472168
1, Original, 0.02212703227996826
1, Original, 0.023272037506103516
1, Original, 0.022499918937683105
1, Original, 0.035127997398376465
1, Original, 0.03501999378204346
1, Original, 0.022105932235717773
1, Original, 0.03414297103881836
1, Original, 0.0234910249710083
1, Original, 0.021131038665771484
1, Original, 0.02331399917602539
1, Original, 0.016780972480773926
1, Original, 0.035157084465026855
1, Original, 0.02927398681640625
1, Original, 0.04317593574523926
1, Original, 0.022181034088134766
1, Original, 0.022143006324768066
1, Original, 0.018610000610351562
1, Original, 0.04368400573730469
1, Original, 0.020914912223815918
1, Original, 0.02133798599243164
1, Original, 0.022351980209350586
1, Original, 0.023551106452941895
1, Original, 0.025332093238830566
1, Original, 0.023186087608337402
1, Original, 0.024930953979492188
1, Original, 0.02425205707550049
1, Original, 0.01848900318145752
1, Original, 0.02099001407623291
1, Original, 0.02102196216583252
1, Original, 0.05227804183959961
1, Original, 0.026877999305725098
1, Original, 0.024446964263916016
1, Original, 0.02687704563140869
1, Original, 0.018174052238464355
1, Original, 0.024936914443969727
1, Original, 0.018687963485717773
1, Original, 0.05299699306488037
1, Original, 0.047886013984680176
1, Original, 0.0449749231338501
1, Original, 0.028589963912963867
1, Original, 0.0220719575881958
1, Original, 0.021052002906799316
1, Original, 0.021490931510925293
1, Original, 0.023566007614135742
1, Original, 0.02374100685119629
1, Original, 0.02279806137084961
1, Original, 0.01881396770477295
